asset,sell_count,buy_count,sell_price,sell_minSingleTransAmount,sell_maxSingleTransAmount,sell_tradableQuantity,sell_price,sell_tradableVolumeInPrice,sell_averageSingleTransAmount,buy_price,buy_minSingleTransAmount,buy_maxSingleTransAmount,buy_tradableQuantity,buy_price,buy_tradableVolumeInPrice,buy_averageSingleTransAmount
BNB,393,393,270.4098982188295,193.8676844783715,53182.01526717557,3363.030267883079,270.4098982188295,902540.5243020387,52988.1475826972,389.2509375,48.484375,9378.28125,1.9058146725,389.2509375,761.5573710377016,9329.796875
BTC,757,757,16107.38104359313,205.54953764861295,46316.634081902244,26.335214332311757,16107.38104359313,419277.33344397787,46111.08454425363,22496.080531914893,84.31560283687944,36228.783687943265,0.051787620319148936,22496.080531914893,1191.8842518969684,36144.46808510638
BUSD,904,904,0.9631050884955752,273.6592920353982,31363.691371681416,177903.96635739587,0.9631050884955752,168461.6571352617,31090.03207964602,1.0982767857142857,147.72767857142858,62137.84821428572,983.4470718211161,1.0982767857142857,1072.4465536947212,61990.12053571428
DOGE,16,16,0.078125,57.5,305258.375,2290908.609777514,0.078125,178682.6800320439,305200.875,,,,,,,
ETH,422,422,1153.1837677725118,187.03317535545023,58035.51184834123,453.98723420590045,1153.1837677725118,519155.5689967217,57848.47867298578,1662.2888235294117,71.4,16636.517647058823,0.5362793674117647,1662.2888235294117,1028.5605683776305,16565.117647058825
USDT,4052,4052,0.9849232477788746,440.4452122408687,31857.062191510366,66356.32350937808,0.9849232477788746,63342.633293432875,31416.616979269496,1.0533426154388439,244.57455058160028,35757.53965456468,2968.7424427211845,1.0533426154388439,3076.6715727599576,35512.96510398308
XRP,9,9,0.3655555555555556,57.22222222222222,6944.444444444444,174239.95230847778,0.3655555555555556,63649.598304847175,6887.222222222223,,,,,,,
